USI,negative_polarity_count,positive_polarity_count
mzspec:ST002332:VT_181021_M338_243.mzXML,0,1143
mzspec:ST000909:mzXML/VT_171031_M314_271.mzXML,0,1143
mzspec:ST001797:Raw_SRM1957/N1957_3.mzXML,0,9415
mzspec:ST002332:VT_181126_M338_099.mzXML,0,1143
mzspec:ST001849:renamed_mzMLs/B9_WU350-386_d0_polar_pos.mzML,0,1318
mzspec:ST001715:Pimozide_0_2_hilicpos_fusion.mzXML,0,4687
mzspec:ST002838:mzML output/Golga5-Oct-WC-3_NonDerPos.mzML,0,143
mzspec:ST001849:renamed_mzMLs/B6_WU350-217_d0_lipid_pos.mzML,0,3250
mzspec:ST001799:NIST1957recovery/NIST1957_M419-15_3.mzXML,0,9430
mzspec:ST001410:KOK1606_HILICNeg/170419_Smp_S8C1_A.mzXML,1597,0
mzspec:ST002332:VT_181031_M338_069.mzXML,0,1143
mzspec:ST001711:NAFLD.Polar.Metabolites.Batch1/0001_GC_20180619_0033.mzML,0,5660
mzspec:ST002151:P18_Negative_MS_Placenta_MSMS.mgf,0,3139
mzspec:ST002332:VT_181023_M338_051.mzXML,0,1143
mzspec:ST001200:chear_2017_1762_mzXML/VT_190127_M371_281.mzXML,0,1142
mzspec:ST001830:Data Track 2688/negative ion_PRM_oxPC_APAP24h2_3.mzML,12836,0
mzspec:ST000909:mzXML/VT_171029_M314_291.mzXML,0,1143
mzspec:ST002238:78_control_NB_Plasma_Quant_HILIC_Neg_26.mzML,6167,0
mzspec:ST002563:MCF000887_SR06.mzML,3805,0
mzspec:ST002764:CSHNEG/Petrick410_MX437720_negCSH_BPL1415-0900-410.mzML,1675,0
mzspec:ST001692:CHEAR_2018-2539_mzXML_Files_10Feb2021/c18neg/HRE_HFX_20200924_HRE0010_100.mzXML,1736,0
mzspec:ST002330:Metabolomics-mzXML-HILIC/HILIC-RN14-pos.mzML,0,993
mzspec:ST002044:HILIC/ESINEG/NHF2_NEG.mzML,9493,0
mzspec:ST002332:VT_181121_M338_222.mzXML,1143,0
mzspec:ST002332:VT_181211_M338_182.mzXML,1143,0
mzspec:ST002798:RPLC_POSITIVE/SK_02_C18pos.mzML,0,3698
mzspec:ST001947:181214_041.mzML,0,6229
mzspec:ST002838:mzML output/230703_SEC61_E1_NonDerNeg.mzML,159,0
mzspec:ST002332:VT_181111_M338_029.mzXML,0,1143
mzspec:ST002332:VT_181101_M338_127.mzXML,0,1143
mzspec:ST001200:chear_2017_1762_mzXML/VT_190124_M371_147.mzXML,0,1143
mzspec:ST002840:AJS_Mn_Experiment_replicate1/Sa_Mn_Lys1_NEG.mzML,2030,0
mzspec:ST002428:MS_neg_D13.mzML,4482,0
mzspec:ST001926:Pos-FLY-IQC-004.mzXML,0,1864
mzspec:ST001801:mzXML_batch3to5/BL_200220_M393_307.mzXML,0,9351
mzspec:ST002465:mouse/2019_08_06KB_HILICNeg15_jej_sdm_3_M2.mzXML,1390,0
mzspec:ST001992:Fecal_rawdata/20190812FecalRun1_plate6-3103610.mzML,4396,0
mzspec:ST001715:curcumin0_hilic_02_hfqe.mzXML,0,2650
mzspec:ST002332:VT_181126_M338_202.mzXML,1143,0
mzspec:ST002784:NIKP_RBC_P_version only 1 T0/49_T0.75.mzML,3904,0
mzspec:ST002332:VT_181117_M338_116.mzXML,1143,0
mzspec:ST002798:RPLC_POSITIVE/SM_01_C18pos.mzML,0,3699
mzspec:ST002764:CSHPOS/Petrick340_MX437720_posCSH_BPL1415-0830-340.mzML,0,1683
mzspec:ST002432:IIV_Metformin/YW_20201206_068.mzML,728,0
mzspec:ST001430:mzXML_data/149.POS.mzXML,0,3187
mzspec:ST001692:CHEAR_2018-2539_mzXML_Files_10Feb2021/c18pos/HRE_HFX_20200924_HRE0010_003.mzXML,0,1734
mzspec:ST002331:VT_181123_M338_028.mzXML,1143,0
mzspec:ST001849:renamed_mzMLs/B2_WU350-051_d0_polar_pos.mzML,0,1318
mzspec:ST002251:20200715_FIT01_OpenAccess/20200717_010_FIT01-113-neg.mzML,4631,0
mzspec:ST001711:NAFLD.Polar.Metabolites.Batch.3/0001_GC_20180807_0557.mzML,0,5660
mzspec:ST001926:Pos-FLY-048.mzXML,0,1865
mzspec:ST002432:IIV_Metformin/YW_20201210_138.mzML,0,758
mzspec:ST002993:MyData/GCMS_MzxMl/M1843_GC.mzXML,0,5020
mzspec:ST001757:serum_Neg_GF_27M9.mzXML,2747,0
mzspec:ST002482:mzml endos/E-165.mzML,0,2955
mzspec:ST001882:Control_07_191123204024.mzML,1222,0
mzspec:ST002795:POS-Leaf-Salvia abrotanoides-3.mzML,0,3159
mzspec:ST002331:VT_181210_M338_077.mzXML,0,1143
mzspec:ST002838:mzML output/Sec62-MT-DerPos-5.mzML,0,38
mzspec:ST002432:IIV_Metformin/Blank_std_20201206_2_001.mzML,0,768
mzspec:ST002813:arterial_lipids/posi3.mzXML,0,862
mzspec:ST001711:NAFLD.Polar.Metabolites.Batch.2/0001_GC_20180726_0387.mzML,0,5660
mzspec:ST002332:VT_181021_M338_064.mzXML,1143,0
mzspec:ST001930:Walker_C18Pos_Trucker_Metabolomics_mzXML_Files/VT_130915_121.mzXML,0,2246
"mzspec:ST000259:exo/AB_L1a_exoLB_n_1-e,8_01_19316.d/L1AB1_exoLB_n.mzXML",4276,0
mzspec:ST000909:mzXML/VT_171029_M314_169.mzXML,0,1143
mzspec:ST002783:NIKP_WB_P/28_T4.mzML,3895,0
mzspec:ST002406:C18-mzXML/C7-neg.mzXML,495,0
mzspec:ST002254:ST002254/P32732.mzML,0,3833
mzspec:ST002993:MyData/GCMS_MzxMl/QC8_GC.mzXML,0,5020
mzspec:ST002251:20200715_FIT01_OpenAccess/20200719_048_FIT01-167-neg.mzML,4632,0
mzspec:ST002332:VT_181212_M338_063.mzXML,0,1143
mzspec:ST002332:VT_181108_M338_071.mzXML,0,1143
mzspec:ST001991:Serumrawdata/21072019_Bile_Acid_Rerun_Plate_4-5002506.mzML,4304,0
mzspec:ST002331:VT_181201_M338_053.mzXML,0,1143
mzspec:ST001738:Polar_HIL_Quant_POS_SAT_ob_2.mzML,0,1737
mzspec:ST002332:VT_181212_M338_244.mzXML,1143,0
mzspec:ST001849:renamed_mzMLs/B3_WU350-089_d3_lipid_pos.mzML,0,3249
mzspec:ST002465:mouse/2019_08_06KB_HILICNeg15_liv_gf_12_M2.mzXML,1390,0
mzspec:ST002331:VT_181124_M338_219.mzXML,0,1143
mzspec:ST002291:ID_220.mzXML,0,2618
mzspec:ST001801:mzXML_batch3to5/BL_200220_M393_326.mzXML,0,9368
mzspec:ST002465:mouse/2019_08_06KB_HILICNeg15_ser_spf_12_F3.mzXML,1390,0
mzspec:ST002857:DS1-123_28Aug2023_Pluchino Perruzzotti CSF Lipidomics Neg/DS1-123-145-neg_lipidomicsCSF.mzXML,1421,0
mzspec:ST002332:VT_181124_M338_257.mzXML,0,1143
mzspec:ST000909:mzXML/VT_171029_M314_148.mzXML,1142,0
mzspec:ST001846:tCFZ.ATRA1_POS.mzXML,0,2035
mzspec:ST001200:chear_2017_1762_mzXML/VT_190122_M371_017.mzXML,0,1143
mzspec:ST002069:SS-010.mzXML,3505,3636
mzspec:ST001930:Walker_C18Pos_Trucker_Metabolomics_mzXML_Files/VT_130905_025.mzXML,0,2245
mzspec:ST002332:VT_181031_M338_094.mzXML,1143,0
mzspec:ST002764:CSHNEG/Petrick392_MX437720_negCSH_BPL1415-0882-392.mzML,1675,0
mzspec:ST002044:RP/ESIPOS/NHF_49.mzML,0,8250
mzspec:ST002841:AJS_Mn_Experiment_replicate2/Sf_UT_Lys2_NEG.mzML,2029,0
mzspec:ST002993:MyData/LCMSNEG_MzXMl/M199_LCNEG.mzXML,3426,0
mzspec:ST002796:HILICneg/MS2/DDA/QCDDA_SCAN3_01_HILICneg.mzML,3497,0
mzspec:ST001200:chear_2017_1762_mzXML/VT_190122_M371_135.mzXML,0,1143
mzspec:ST001692:CHEAR_2018-2539_mzXML_Files_10Feb2021/c18neg/HRE_HFX_20200923_HRE0010_084.mzXML,1736,0
mzspec:ST002764:CSHPOS/Petrick438_MX437720_posCSH_BPL1415-0928-438.mzML,0,1683
mzspec:ST000136:mzXML_NIST/QE1_REP_34_3c_06.mzXML,0,1742
mzspec:ST002414:CX_L-ON_18_dpi_C3_N_2.mzXML,7763,0
mzspec:ST002806:High Myc Medulloblastoma 7312021 mzXML/Flank Tumor D425 GLC1 Neg.mzXML,2701,0
mzspec:ST002331:VT_181109_M338_116.mzXML,1143,0
mzspec:ST002747:VIAH002_003_WorkbenchUpload\Metabolites\Inf3_infected_NA_3__027.mzXML,9416,0
mzspec:ST002332:VT_181011_M338_153.mzXML,0,1143
mzspec:ST001807:Positive ion/mzXML/Dm_polpos_QC_4_R2.mzXML,0,48
mzspec:ST001798:mzXML/N1958_6.mzXML,0,9330
mzspec:ST002283:AB_Human_Bone/Human_Lipid_Pos/D2_TF_D_Lip_Pos.mzML,0,9405
mzspec:ST001200:chear_2017_1762_mzXML/VT_190128_M371_215.mzXML,0,1143
mzspec:ST001801:mzXML_batch3to5/BL_200220_M393_204.mzXML,0,9327
mzspec:ST001829:Data Track 2687/positive ion_Full scan_oxPC_Autoxidation2.mzML,1447,1447
mzspec:ST002858:DS1-123_21Aug2023_Pluchino Perruzzotti Serum Metabolomics Neg/DS1-123-055-neg_metabolomicsSerum.mzXML,1113,0
mzspec:ST002283:AB_Human_Bone/Human_Lipid_Pos/D4_TF_A_Lip_Pos.mzML,0,9639
mzspec:ST002347:MzXML_Pos_mode/1669_Ld1s_spleen_P79.mzXML,0,3417
mzspec:ST002266:181008_Poo_TruePoo_Full3.mzXML,0,3109
mzspec:ST002332:VT_181113_M338_024.mzXML,1143,0
mzspec:ST002332:VT_181119_M338_174.mzXML,1143,0
mzspec:ST002332:VT_181121_M338_072.mzXML,1143,0
mzspec:ST002331:VT_181022_M338_178.mzXML,1143,0
mzspec:ST002880:C30_PlantLipidome_H1_neg2_BR2.mzML,20867,0
mzspec:ST001430:mzXML_data/627.POS.mzXML,0,3195
mzspec:ST002060:NMDR_Upload/Col0_Germ_HILIC_Neg_1.mzML,1526,0
mzspec:ST002465:mouse/2019_08_06KB_HILICNeg15_spl_gf_3_M3.mzXML,1390,0
mzspec:ST000240:ST000240/Data/raw files/Positive/QE2_sbs_8_11.mzXML,0,3166
mzspec:ST001779:AvsT_Pos/CF_3.mzXML,0,7869
mzspec:ST000991:GLA STUDY X500R/Raw Data/GLA_X500R_Lipids_SO034_SA013_1001gG1.mzML,0,1
mzspec:ST002332:VT_181126_M338_064.mzXML,1143,0
mzspec:ST002857:DS1-123_21Aug2023_Pluchino Perruzzotti CSF Metabolomics Neg/DS1-123-028-neg_metabolomicsCSF.mzXML,1113,0
mzspec:ST002332:VT_181021_M338_146.mzXML,1143,0
mzspec:ST002477:Upload/PMN_10.mzXML,1318,1319
mzspec:ST002283:AB_Human_Bone/Human_Hilic_Neg/D4_TS_E_Hilic_Neg.mzML,8224,0
mzspec:ST001711:NAFLD.Polar.Metabolites.Batch1/0001_GC_20180621_0043.mzML,0,5660
mzspec:ST001715:Flumethasone_24_2_hilicpos_fusion.mzXML,0,4633
mzspec:ST001849:renamed_mzMLs/B4_WU350-136_d0_polar_pos.mzML,0,1317
mzspec:ST002332:VT_181116_M338_153.mzXML,0,1143
mzspec:ST002292:Sacks_CXSPE_Method/RP/210329_Blk_PPL_Blank_C.mzML,0,3155
mzspec:ST001853:hamster_mzmls/P H-501_lipid_neg.mzML,3249,0
mzspec:ST001849:renamed_mzMLs/B8_WU350-316_d3_polar_pos.mzML,0,1319
mzspec:ST000991:GLA STUDY X500R/Raw Data/GLA_X500R_Lipids_SO037_SA048_1002aG1.mzML,0,1
mzspec:ST001200:chear_2017_1762_mzXML/VT_190125_M371_249.mzXML,0,1143
mzspec:ST002332:VT_181029_M338_089.mzXML,0,1143
mzspec:ST002331:VT_181202_M338_102.mzXML,1143,0
mzspec:ST001830:Data Track 2688/negative ion_PRM_oxPC_APAP2h3_3.mzML,12836,0
mzspec:ST002432:IIV_Metformin/YW_20201210_147.mzML,749,0
mzspec:ST001912:mzMLfiles/20191216_AG_VB_BioSFA_AlgaeCmpr_SetC18_QE144_EPC18_USDAY46920_POS_MSMS-v2_72_P-FW-TxCtrl-Inc_2__76.mzML,0,4075
mzspec:ST002432:IIV_Metformin/YW_20201206_081.mzML,0,785
mzspec:ST002331:VT_181011_M338_050.mzXML,1143,0
mzspec:ST002331:VT_181203_M338_147.mzXML,0,1144
mzspec:ST002331:VT_181109_M338_232.mzXML,1143,0
mzspec:ST001430:mzXML_data/28.NEG.mzXML,3052,0
mzspec:ST002747:VIAH002_003_WorkbenchUpload\Metabolites\VIAH002H_Neg_M5_QE2_HILIC_015.mzXML,7952,0
mzspec:ST002332:VT_181110_M338_205.mzXML,0,1143
mzspec:ST002784:NIKP_RBC_P_version only 1 T0/50_T1.mzML,3905,0
mzspec:ST002044:HILIC/ESINEG/NHF87_NEG.mzML,9463,0
mzspec:ST001926:Pos-FLY-169.mzXML,0,1865
mzspec:ST001430:mzXML_data/145.NEG.mzXML,3054,0
mzspec:ST001738:UP_QEx_PRM_POS_CE.mzML,0,13643
mzspec:ST002444:Right_Optic_Nerve_2_3_POS.mzML,0,862
mzspec:ST001405:LIPNEG17MAR_27.37.mzML,42,0
mzspec:ST001200:chear_2017_1762_mzXML/VT_190122_M371_091.mzXML,0,1143
mzspec:ST001849:renamed_mzMLs/B4_WU350-157_d0_lipid_neg.mzML,3249,0
mzspec:ST000909:mzXML/VT_171028_M314_246.mzXML,1142,0
mzspec:ST002169:N_LC18.mzML,7826,0
mzspec:ST002024:AcCoA_Mito_Workbench/20190304-WT_glucose2.mzXML,2070,0
mzspec:ST001430:mzXML_data/340.NEG.mzXML,2950,0
mzspec:ST001430:mzXML_data/587.POS.mzXML,0,3194
mzspec:ST002681:CTL-T2D runs/5min pos/T2D_MBPA_pos.mzxml.mzXML,0,761
mzspec:ST001756:feces_Pos_GF_27F3.mzXML,0,2812
mzspec:ST002764:CSHNEG/Petrick447_MX437720_negCSH_BPL1415-0937-447.mzML,1675,0
mzspec:ST002332:VT_181207_M338_091.mzXML,0,1143
mzspec:ST002332:VT_181009_M338_121.mzXML,0,1143
mzspec:ST002332:VT_181030_M338_043.mzXML,0,1143
mzspec:ST002958:wetransfer_converted-mass-spec-files_2023-10-30_2205/T012420-HartleyPlasma1-convert/T012420-HartleyPlasma1-sample33.mzML,0,8
mzspec:ST001723:Plasma_pos_exp/Plasma_pos_59.mzXML,0,770
mzspec:ST002494:0012_GC_20181206_0143.mzML,0,5660
mzspec:ST001807:Positive ion/mzXML/Dm_polpos_LCO_01_2_R1.mzXML,0,28
mzspec:ST002993:MyData/CEMSNEG_mzXml/C1131_CENEG.mzXML,3297,0
mzspec:ST002764:CSHNEG/Petrick029_MX437720_negCSH_BPL1415-0519-029.mzML,1675,0
mzspec:ST002795:POS-Root-Salvia hispanica-1.mzML,0,3160
mzspec:ST001849:renamed_mzMLs/B4_WU350-123_d0_polar_pos.mzML,0,1318
mzspec:ST002478:Correct Prion Data/DeltaPIM2.mzML,0,2546
mzspec:ST002702:S1P_Human serum_SET1-6(mzXML)/S1P_Set1/eARDS_62.mzXML,772,0
mzspec:ST002251:20200715_FIT01_OpenAccess/20200717_001_Blank-pos.mzML,0,4643
mzspec:ST002764:CSHPOS/Petrick317_MX437720_posCSH_BPL1415-0807-317.mzML,0,1683
mzspec:ST002289:sdmdmm2/2018_07_20_2018_07_20KB_HILICNeg15_Media2.mzXML,994,0
mzspec:ST002332:VT_181127_M338_092.mzXML,1143,0
mzspec:ST001930:Walker_C18Pos_Trucker_Metabolomics_mzXML_Files/VT_130907_111.mzXML,0,2245
mzspec:ST001692:CHEAR_2018-2539_mzXML_Files_10Feb2021/c18pos/HRE_HFX_20200923_HRE0010_079.mzXML,0,1735
mzspec:ST002772:BeatricheEdelbo_2023/mzML/220317-NEG-044-Blank_02.mzML,2611,0
mzspec:ST002338:RawData/mzXML_format/Pos/pos_20.mzXML,0,8471
mzspec:ST002807:Conversion MZXML20220202_B13_1j_M1_31_1_617.mzXML,0,2315
mzspec:ST002332:VT_181028_M338_181.mzXML,0,1143
mzspec:ST002477:Upload/PMN_80.mzXML,1318,1319
mzspec:ST001991:Serumrawdata/26072019_Bile_Acid_Rerun_Plate_7&part8-5000545.mzML,4364,0
mzspec:ST002109:negative/BW45-30.mzXML,828,0
mzspec:ST001738:Polar_QEx_POS_SAT_ob_5.mzML,0,11727
"mzspec:ST000258:ST000258/endo/B_M4c_endo_p_1-c,6_01_18607.d/M4_B3_endo_p.mzXML",0,4277
mzspec:ST001372:KM1513_RP/170413_Smp_KM1513-75m_B.mzXML,0,2660
mzspec:ST001807:Negative ion/mzXML/Dm_polneg_QC_9_R2.mzXML,47,0
mzspec:ST001930:Walker_C18Pos_Trucker_Metabolomics_mzXML_Files/VT_130911_101.mzXML,0,2245
mzspec:ST001711:NAFLD.Polar.Metabolites.Batch1/0001_GC_20180709_0143.mzML,0,5660
mzspec:ST002763:D3_LC-MSpos.mzML,0,3995
mzspec:ST001849:renamed_mzMLs/B2_WU350-044_d0_polar_pos.mzML,0,1318
mzspec:ST002843:Liver_Lipids/Positive/Liver_Tglif_S_5M.mzXML,0,2083
mzspec:ST002790:220111_Smp_SA11_B_pos.mzML,0,11032
mzspec:ST002838:mzML output/Golga5-V-WC-5_NonDerNeg.mzML,132,0
mzspec:ST002332:VT_181111_M338_046.mzXML,1143,0
mzspec:ST001430:mzXML_data/29.POS.mzXML,0,3162
mzspec:ST001918:Walker_Benzene_MWAS_mzXML_Files_V2/VT_170729_M021_053.mzXML,0,1144
mzspec:ST002764:CSHPOS/Petrick407_MX437720_posCSH_BPL1415-0897-407.mzML,0,1683
mzspec:ST001662:share/.metabftp/.produpload/2084/DataTrackID2413/mv08618_51.mzXML,0,3373
mzspec:ST001801:mzXML_batch3to5/ExStd5_4.mzXML,0,9365
mzspec:ST001200:chear_2017_1762_mzXML/VT_190125_M371_019.mzXML,0,1143
mzspec:ST001709:Data/mzXML/Sample_28___pos.mzXML,0,2107
mzspec:ST001926:Neg-FLY-163.mzXML,1864,0
mzspec:ST001988:THEM6_Expt2/T4_1_22_exp3_pos.mgf,0,3730
mzspec:ST002060:NMDR_Upload/Col0_Hydr_HILIC_Neg_1.mzML,1528,0
mzspec:ST000909:mzXML/VT_171031_M314_189.mzXML,0,1143
mzspec:ST002332:VT_181023_M338_238.mzXML,1143,0
mzspec:ST001715:Carvedilol_24_2_c18neg_fusion.mzXML,2199,0
mzspec:ST002452:FTD_mzXML_Files/738_SPC-WM.mzXML,0,20844
mzspec:ST002764:CSHNEG/Petrick333_MX437720_negCSH_BPL1415-0823-333.mzML,1675,0
mzspec:ST002764:CSHNEG/Petrick437_MX437720_negCSH_BPL1415-0927-437.mzML,1675,0
mzspec:ST000909:mzXML/VT_171029_M314_097.mzXML,0,1143
mzspec:ST002795:NEG-Leaf-Salvia bulleyana-1.mzML,3163,0
mzspec:ST001918:Walker_Benzene_MWAS_mzXML_Files_V2/VT_170728_M021_037.mzXML,0,1144
mzspec:ST002958:wetransfer_converted-mass-spec-files_2023-10-30_2205/T101220-HartleySpinalPL1-convert/T101220-HartleySpinalPL1-sample22.mzML,0,8
mzspec:ST002925:Data/Pos_sample_09.mzML,0,13746
mzspec:ST002993:MyData/GCMS_MzxMl/M1986_GC.mzXML,0,5020
mzspec:ST001200:chear_2017_1762_mzXML/VT_190126_M371_239.mzXML,0,1143
mzspec:ST001947:181205_094.mzML,0,6229
mzspec:ST000909:mzXML/VT_171029_M314_222.mzXML,1143,0
mzspec:ST002406:HILIC-mzXML/H10-neg.mzXML,993,0
mzspec:ST001715:Zidovudine_Azt__24_2_hilicpos_fusion.mzXML,0,4656
mzspec:ST002254:ST002254/L34952.mzML,0,3777
mzspec:ST002702:S1P_Human serum_SET1-6(mzXML)/S1P_Set4/pARDS_48.mzXML,772,0
mzspec:ST002061:KR4M2.mzXML,956,956
mzspec:ST002795:POS-Leaf-Salvia nutans-2.mzML,0,3158
mzspec:ST001830:Data Track 2688/negative ion_PRM_oxPC_4hNAC2_3.mzML,11653,0
mzspec:ST002044:RP/ESINEG/NHF_51NEG.mzML,8257,0
mzspec:ST002840:AJS_Mn_Experiment_replicate1/Ya_UT_Lys1_POS.mzML,0,2026
mzspec:ST002798:HILIC_NEGATIVE/SF_02_HILICneg.mzML,5777,0
mzspec:ST001692:CHEAR_2018-2539_mzXML_Files_10Feb2021/c18pos/HRE_HFX_20200923_HRE0010_115.mzXML,0,1734
mzspec:ST002395:FAS/WT-3.mzXML,3541,0
mzspec:ST002482:mzml endos/E-375.mzML,0,3064
mzspec:ST002993:MyData/GCMS_MzxMl/C1229_GC.mzXML,0,5020
mzspec:ST002044:HILIC/ESINEG/NHF61_NEG.mzML,9443,0
mzspec:ST002932:LC_MS /fec_lc_s4.mzML,0,5244
mzspec:ST002331:VT_181127_M338_227.mzXML,0,1143
mzspec:ST001830:Data Track 2688/negative ion_PRM_oxPC_APAP24h6_1.mzML,6361,0
mzspec:ST002332:VT_181127_M338_107.mzXML,0,1143
mzspec:ST002520:The role of dietary inulin in NASH progression_portal vein serum/X3788neg.mzML,34,0
mzspec:ST002332:VT_181117_M338_030.mzXML,1143,0
mzspec:ST002302:ID3484/m_Lipidomics_LCMS_negative/A14.mzXML,621,0
mzspec:ST001372:KM1513_HILICNeg/170410_Poo_April11AqExtractsHalf_1.mzXML,1585,0
mzspec:ST002806:High Myc Medulloblastoma 7312021 mzXML/Flank Tumor D425 GLN3 Neg.mzXML,2701,0
mzspec:ST002341:HT29_pos_09.mzML,0,18449
mzspec:ST001849:renamed_mzMLs/B3_WU350-089_d3_polar_neg.mzML,1318,0
mzspec:ST002283:AB_Human_Bone/Human_Hilic_Neg/Blank_Hilic_Neg.mzML,2369,0
mzspec:ST001930:Walker_C18Pos_Trucker_Metabolomics_mzXML_Files/VT_130911_027.mzXML,0,2245
mzspec:ST001849:renamed_mzMLs/B8_WU350-337_d3_lipid_neg.mzML,3249,0
mzspec:ST002561:Zebrafish epalrestat experiments/MCF001027_pmm4_ep40.mzML,4003,0
mzspec:ST001514:RP_pos/180302_Smp_3430_A.mzXML,0,3140
mzspec:ST001947:181205_076.mzML,0,6229
mzspec:ST001200:chear_2017_1762_mzXML/VT_190122_M371_048.mzXML,1143,0
"mzspec:ST000258:ST000258/endo/A_M4b_endo_p_1-c,7_01_18915.d/M4_A2_endo_p.mzXML",0,4276
mzspec:ST001430:mzXML_data/161.POS.mzXML,0,3190
mzspec:ST002332:VT_181207_M338_196.mzXML,1143,0
mzspec:ST002494:0012_GC_20181206_0145.mzML,0,5660
mzspec:ST001724:ST001724/Urine_neg_exp1/Urin_neg_25.mzXML,565,0
mzspec:ST001807:Negative ion/mzXML/Dm_polneg_LCO_01_37_R2.mzXML,47,0
mzspec:ST001709:Data/mzXML/Sample_40___pos.mzXML,0,2068
mzspec:ST002332:VT_181126_M338_247.mzXML,0,1143
mzspec:ST002465:mouse/2019_08_06KB_HILICNeg15_ser_spf_12_M4.mzXML,1390,0
mzspec:ST001048:CHEAR_2016-1407_Workbench_Raw_Files_MSSM-UT_31Aug2018/mzXML/Reverse_phase_negative/mzXML_Files/RP_NEG_Batch3/Batch3_04302018_RP_mzXML_Files/MS1/sample/GD_053_18S005UR0157A02_RPN_B3.mzXML,1877,0
mzspec:ST002537:Purslane_SP1_Adult_Root_Polar_Negative.mzXML,3631,0
mzspec:ST002332:VT_181207_M338_223.mzXML,0,1143
mzspec:ST002332:VT_181028_M338_161.mzXML,0,1143
mzspec:ST002302:ID3484/m_Lipidomics_LCMS_negative/B30.mzXML,621,0
mzspec:ST000909:mzXML/VT_171025_M314_269.mzXML,0,1143
mzspec:ST002332:VT_181127_M338_200.mzXML,1143,0
mzspec:ST001184:Bryn_CA_v2/160712_Smp_18R3.mzXML,1541,0
mzspec:ST002008:mzXMLs_neg/200605_Smp_GBTFate2MT12-IS_A.mzXML,1378,0
mzspec:ST002024:AcCoA_Mito_Workbench/20191107-BKE2_glutamine-3.mzXML,2342,0
mzspec:ST001849:renamed_mzMLs/B4_WU350-123_d0_lipid_neg.mzML,3250,0
mzspec:ST001807:Negative ion/mzXML/Dm_polneg_LCO_1_13_R1.mzXML,43,0
mzspec:ST002551:Pooled_QC3_POS.mzXML,0,862
mzspec:ST002561:Zebrafish epalrestat experiments/MCF001395_pmm1.mzML,3763,0
mzspec:ST002795:NEG-Root-Salvia amplexicaulis-2.mzML,3163,0
mzspec:ST001200:chear_2017_1762_mzXML/VT_190122_M371_110.mzXML,1143,0
mzspec:ST002468:MyDataFiles_New/191126_19_0023_Extr Heces_Lipids_040.mzML,0,1571
mzspec:ST001947:181205_123.mzML,0,6229
mzspec:ST001930:Walker_C18Pos_Trucker_Metabolomics_mzXML_Files/VT_130907_079.mzXML,0,2245
mzspec:ST002332:VT_181212_M338_164.mzXML,1143,0
mzspec:ST002330:Metabolomics-mzXML-C18.zip/C18-RN15-neg.mzML,477,0
mzspec:ST001849:renamed_mzMLs/B3_WU350-071_d0_polar_pos.mzML,0,1319
mzspec:ST001430:mzXML_data/39.POS.mzXML,0,3162
mzspec:ST001849:renamed_mzMLs/B8_WU350-313_d0_polar_neg.mzML,1318,0
mzspec:ST002795:NEG-Root-Salvia hispanica-3.mzML,3163,0
mzspec:ST002161:MyData/KHK_Gly_3_000.mzXML,1626,0
mzspec:ST002494:0012_GC_20181202_0046.mzML,0,5660
mzspec:ST002331:VT_181210_M338_073.mzXML,0,1143
mzspec:ST002331:VT_181210_M338_206.mzXML,1143,0
mzspec:ST001430:mzXML_data/282.POS.mzXML,0,3204
mzspec:ST002238:40_post_NB_Plasma_Quant_HILIC_Pos_125.mzML,0,6168
mzspec:ST002148:Centroid mzXML/neg/190218_Blankneg7.mzXML,2635,0
mzspec:ST002254:ST002254/34165.mzML,0,3748
mzspec:ST001692:CHEAR_2018-2539_mzXML_Files_10Feb2021/c18pos/HRE_HFX_20200925_HRE0010_021.mzXML,0,1735
mzspec:ST001947:181205_112.mzML,0,6230
mzspec:ST001692:CHEAR_2018-2539_mzXML_Files_10Feb2021/c18neg/HRE_HFX_20200929_HRE0010_082.mzXML,1736,0
mzspec:ST002482:mzml endos/E-304.mzML,0,3088
mzspec:ST002331:VT_181214_M338_184.mzXML,1143,0
mzspec:ST001947:181214_111.mzML,0,6229
mzspec:ST001807:Positive ion/mzXML/Dm_polpos_QC_1_R2.mzXML,0,48
mzspec:ST001930:Walker_C18Pos_Trucker_Metabolomics_mzXML_Files/VT_130922_087.mzXML,0,2245
mzspec:ST001200:chear_2017_1762_mzXML/VT_190127_M371_030.mzXML,1143,0
mzspec:ST001692:CHEAR_2018-2539_mzXML_Files_10Feb2021/c18neg/HRE_HFX_20200926_HRE0010_034.mzXML,1736,0
mzspec:ST002370:Irvine-mzXML-serum/334.mzXML,0,202932
mzspec:ST001430:mzXML_data/154.POS.mzXML,0,3186
mzspec:ST002287:geuking_culture_data/2021_02_08_RB_HILICNeg15_GP61_SC_SN_4_3.mzXML,1390,0
mzspec:ST002747:VIAH002_003_WorkbenchUpload\Metabolites\M5_uninfected_NA_5__012.mzXML,0,9667
mzspec:ST001849:renamed_mzMLs/B6_WU350-257_d3_lipid_neg.mzML,3249,0
mzspec:ST002452:FTD_mzXML_Files/925_SFG-GM_n.mzXML,14555,0
mzspec:ST001930:Walker_C18Pos_Trucker_Metabolomics_mzXML_Files/VT_130923_057.mzXML,0,2245
mzspec:ST002046:raw_data/hilic_pos/aos470_doeV3_28_08.mzML,0,1367
